,id,name,team_name,team_id,position,positions_detailed,weight,height,dob,preferred_foot,country,contract_until,market_value,market_value_currency
119,945122,Matheus Nunes,Manchester City,17,D,['DR'],75.0,183.0,1998-08-27 00:00:00+00:00,Right,Portugal,2028-06-30 00:00:00+00:00,48000000.0,EUR
120,149663,Nathan Aké,Fenerbahçe,3052,D,"['DC', 'DL']",75.0,180.0,1995-02-18 00:00:00+00:00,Left,Netherlands,2029-06-30 00:00:00+00:00,10900000.0,EUR
121,913654,Pedro Porro,Tottenham Hotspur,33,D,['DR'],,173.0,1999-09-13 00:00:00+00:00,Right,Spain,2031-06-30 00:00:00+00:00,42000000.0,EUR
122,106337,Idrissa Gana Gueye,Al Diriyah,853574,M,"['MC', 'DM']",66.0,174.0,1989-09-26 00:00:00+00:00,Right,Senegal,2027-06-30 00:00:00+00:00,485000.0,EUR
123,996958,Malo Gusto,Chelsea,38,D,['DR'],,179.0,2003-05-19 00:00:00+00:00,Right,France,2030-06-30 00:00:00+00:00,36000000.0,EUR
124,555386,Ollie Watkins,Al-Hilal,21895,F,['ST'],70.0,179.0,1995-12-30 00:00:00+00:00,Right,England,,26000000.0,EUR
125,954056,Nico González,Newcastle United,39,M,"['MC', 'DM']",,186.0,2002-01-03 00:00:00+00:00,Right,Spain,,43000000.0,EUR
126,825844,Ferdi Kadıoğlu,Brighton & Hove Albion,30,D,['DL'],64.0,174.0,1999-10-07 00:00:00+00:00,Right,Türkiye,2028-06-30 00:00:00+00:00,36000000.0,EUR
127,1153315,Leny Yoro,Manchester United,35,D,"['DC', 'DR']",,190.0,2005-11-13 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,46000000.0,EUR
128,981619,Igor Jesus,Nottingham Forest,14,F,['ST'],,179.0,2001-02-25 00:00:00+00:00,Right,Brazil,2029-06-30 00:00:00+00:00,26000000.0,EUR
129,190839,Luke Shaw,Manchester United,35,D,"['DL', 'DC']",75.0,178.0,1995-07-12 00:00:00+00:00,Left,England,2027-06-30 00:00:00+00:00,7500000.0,EUR
130,936849,Kaoru Mitoma,Brighton & Hove Albion,30,M,['LW'],71.0,178.0,1997-05-20 00:00:00+00:00,Right,Japan,2027-06-30 00:00:00+00:00,20000000.0,EUR
131,825719,Issa Diop,Ipswich Town,32,D,['DC'],,194.0,1997-01-09 00:00:00+00:00,Right,Morocco,2030-06-30 00:00:00+00:00,8199999.0,EUR
132,996911,Levi Colwill,Chelsea,38,D,"['DC', 'DL']",,187.0,2003-02-26 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,55000000.0,EUR
133,822470,Samuel Chukwueze,AC Milan,2692,F,['RW'],,172.0,1999-05-22 00:00:00+00:00,Left,Nigeria,2028-06-30 00:00:00+00:00,18500000.0,EUR
134,955245,Harvey Elliott,Liverpool FC,44,M,"['MC', 'RW']",,170.0,2003-04-04 00:00:00+00:00,Left,England,2027-06-30 00:00:00+00:00,21000000.0,EUR
135,1065216,Oscar Bobb,Fulham,43,M,['RW'],,174.0,2003-07-12 00:00:00+00:00,Left,Norway,2031-06-30 00:00:00+00:00,27000000.0,EUR
136,1144630,Cristhian Mosquera,Arsenal,42,D,['DC'],,191.0,2004-06-27 00:00:00+00:00,Right,Spain,2030-06-30 00:00:00+00:00,38000000.0,EUR
137,846425,Manuel Ugarte,Manchester United,35,M,"['MC', 'DM']",,182.0,2001-04-11 00:00:00+00:00,Right,Uruguay,2029-06-30 00:00:00+00:00,24000000.0,EUR
138,910048,Brian Brobbey,Sunderland,41,F,['ST'],,180.0,2002-02-01 00:00:00+00:00,Right,Netherlands,2029-06-30 00:00:00+00:00,42000000.0,EUR
139,143040,Wataru Endo,Liverpool FC,44,M,"['MC', 'DM']",75.0,178.0,1993-02-09 00:00:00+00:00,Right,Japan,2027-06-30 00:00:00+00:00,3700000.0,EUR
140,863653,Aaron Wan-Bissaka,Aston Villa,40,D,"['DR', 'MR']",72.0,183.0,1997-11-26 00:00:00+00:00,Right,DR Congo,2027-06-30 00:00:00+00:00,14100000.0,EUR
141,1423711,Myles Lewis-Skelly,Arsenal,42,D,"['DL', 'MC']",,178.0,2006-09-26 00:00:00+00:00,Left,England,2030-06-30 00:00:00+00:00,48000000.0,EUR
142,803039,Donyell Malen,AS Roma,2702,F,"['ST', 'RW']",75.0,176.0,1999-01-19 00:00:00+00:00,Right,Netherlands,2030-06-30 00:00:00+00:00,48000000.0,EUR
143,920546,Robert Sánchez,Chelsea,38,G,['GK'],,197.0,1997-11-18 00:00:00+00:00,Right,Spain,2030-06-30 00:00:00+00:00,19900000.0,EUR
144,927353,Curtis Jones,Inter,2697,M,"['MC', 'DM']",,185.0,2001-01-30 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,33000000.0,EUR
145,879674,Maxence Lacroix,Chelsea,38,D,['DC'],,192.0,2000-04-06 00:00:00+00:00,Right,France,2032-06-30 00:00:00+00:00,54000000.0,EUR
146,930997,Giorgi Mamardashvili,Liverpool FC,44,G,['GK'],,200.0,2000-09-29 00:00:00+00:00,Left,Georgia,2031-06-30 00:00:00+00:00,29000000.0,EUR
147,844842,Yves Bissouma,No team,241802,M,"['MC', 'DM']",72.0,181.0,1996-08-30 00:00:00+00:00,Right,Mali,,9200000.0,EUR
148,610766,Tammy Abraham,Aston Villa,40,F,['ST'],80.0,195.0,1997-10-02 00:00:00+00:00,Right,England,2030-06-30 00:00:00+00:00,16500000.0,EUR
149,117777,Granit Xhaka,Sunderland,41,M,"['MC', 'DM']",82.0,185.0,1992-09-27 00:00:00+00:00,Left,Switzerland,2028-06-30 00:00:00+00:00,8500000.0,EUR
150,1136731,Rico Lewis,Manchester City,17,D,"['DR', 'DM']",,170.0,2004-11-21 00:00:00+00:00,Right,England,2030-06-30 00:00:00+00:00,26000000.0,EUR
151,1069488,Roméo Lavia,Chelsea,38,M,"['MC', 'DM']",,181.0,2004-01-06 00:00:00+00:00,Right,Belgium,2030-06-30 00:00:00+00:00,21000000.0,EUR
152,1064218,Chadi Riad,Crystal Palace,7,D,"['DC', 'DL']",,186.0,2003-03-17 00:00:00+00:00,Left,Morocco,2029-06-30 00:00:00+00:00,19400000.0,EUR
